plocha_m2,skola_m,park_m,mhd_m,lekarna_m,supermarket_m,dispozice_skore,velke_mesto,mhd_dostupnost,cenove_pasmo,mesto_Brno,mesto_Olomouc,mesto_Ostrava,mesto_Plzeň,mesto_Praha,mesto_Praha 1,mesto_Praha 10,mesto_Praha 2,mesto_Praha 3,mesto_Praha 4,mesto_Praha 5,mesto_Praha 6,mesto_Praha 7,mesto_Praha 8,mesto_Praha 9,mesto_ostatni
0.25308641975308643,0.07473038527843481,0.13810115919939034,0.009421265141318977,0.06600772324376239,0.028240564811296227,0.6666666666666666,1.0,0.02002002002002002,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.05864197530864197,0.23541675019043418,0.16874573823753564,0.11012305325898868,0.0862162108085396,0.02944058881177624,0.0,1.0,0.22922922922922925,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.06481481481481481,0.15306899731387563,0.13930448036580967,0.026100749855796967,0.193701354568919,0.05396107922158443,0.0,1.0,0.05505505505505506,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.22530864197530864,0.0016237020406526886,0.05432995066383218,0.07556239184772161,0.038216050741311354,0.025200504010080203,0.33333333333333337,1.0,0.15715715715715717,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.012345679012345678,0.010243354849055846,0.012133488428061449,0.0917131320899827,0.12079073210748514,0.03778075561511231,0.33333333333333337,1.0,0.1911911911911912,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.10802469135802469,0.07188389528124121,0.08222694637198669,0.08099403960776776,0.08971768142619901,0.005060101202024041,0.33333333333333337,1.0,0.1691691691691692,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.05246913580246913,0.1440885218297719,0.012955757891781317,0.04503941549701981,0.05250205086136178,0.04660093201864038,0.0,1.0,0.0940940940940941,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.22530864197530864,0.1199935853746542,0.1297781877983234,0.054508748317631237,0.12303167330278718,0.06982139642792856,0.6666666666666666,1.0,0.11411411411411412,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.06481481481481481,0.02615964398829331,0.019714411776503148,0.08262834070371083,0.05428279877548571,0.06010120202404049,0.0,0.0,0.17217217217217218,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25,0.023192879765866176,0.04209618547190245,0.1613151317054413,0.048520378558994784,0.045420908418168364,0.6666666666666666,1.0,0.3363363363363364,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
