id,nazev,cena_kc,lokalita,lat,lon,plocha_m2,zdroj,photo_url,photo_path,skola_m,park_m,mhd_m,lekarna_m,supermarket_m
sr_2898150220,Pronájem bytu 4+kk 110 m²,54000,"Ujgurská, Praha 5 - Stodůlky",50.042248,14.309919,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5Do9kXSnWGOvZ49/b6ee.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2898150220.jpg,652.0,154.2,36.4,484.4,351.6
sr_3037156172,Pronájem bytu 2+kk 61 m²,29000,"Žižkovo náměstí, Praha 3 - Žižkov",50.080658,14.455686,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CGpNZQDZGNpQkj/d0cf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3037156172.jpg,487.9,108.7,237.9,238.2,123.3
sr_3293791052,Pronájem bytu 2+1 43 m²,11900,"Rožňavská, Olomouc - Nové Sady",49.575329,17.251287,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CGpNZO2oGNAauV/daa0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3293791052.jpg,489.7,625.6,198.7,165.0,10.8
sr_1667220300,Pronájem bytu 2+1 60 m²,27000,"Za Hládkovem, Praha 6 - Střešovice",50.089367,14.384187,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtzYqGN5GGNpQtx/a5df.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1667220300.jpg,94.2,327.0,134.5,863.0,351.4
sr_2944877388,Pronájem bytu 1+kk 22 m²,19900,"Freyova, Praha - Vysočany",50.105564,14.502656,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CDciVSgGGNpJfv/9f2d.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2944877388.jpg,747.3,392.9,394.6,555.9,282.3
sr_991777356,Pronájem bytu 3+1 117 m²,85000,"Jungmannova, Praha 1 - Nové Město",50.081059,14.422421,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtzYqGKFZGKv4zV/976a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_991777356.jpg,361.3,593.7,133.3,56.0,64.5
sr_1040982860,Pronájem bytu 2+kk 60 m²,49890,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady",50.078499,14.450197,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDgLT0M7wGNpLZZ/eec2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1040982860.jpg,199.3,494.2,95.0,170.5,111.1
sr_1918632780,Pronájem bytu 4+kk 211 m²,132516,"Holečkova, Praha 5 - Smíchov",50.073959,14.394572,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CFdAHQIWGNpPDn/4823.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1918632780.jpg,394.1,423.6,46.0,439.2,135.4
sr_1765622604,Pronájem bytu atypické 108 m²,42000,"Odborů, Praha 2 - Nové Město",50.077599,14.418646,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtCDcb5MoyGNpMAt/9d2e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1765622604.jpg,149.4,412.6,47.0,207.4,9.9
sr_4243653452,Pronájem bytu 2+1 76 m²,42000,"Martinská, Praha 1 - Staré Město",50.083118,14.419577,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBM3KVE5EGGqHuO/be82.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4243653452.jpg,123.7,685.7,161.6,50.9,102.8
sr_1546126156,Pronájem bytu atypické 96 m²,44000,"Odborů, Praha 2 - Nové Město",50.077599,14.418646,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtEBMvIN4ZGNpJvY/b103.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1546126156.jpg,149.4,412.6,47.0,207.4,9.9
sr_3173733196,Pronájem bytu 3+1 142 m²,73000,"Břehová, Praha 1 - Josefov",50.090656,14.417781,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDgLT0M76GNpPFY/e03d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3173733196.jpg,440.8,541.4,81.5,378.9,53.4
sr_1506898764,Pronájem bytu 4+kk 192 m²,90000,"Jaselská, Praha 6 - Bubeneč",50.099117,14.403586,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5bIUBI3aGJA5XB/5d8e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1506898764.jpg,183.4,522.1,153.3,127.8,59.7
sr_928338764,Pronájem bytu 2+1 73 m²,39000,"Vlašská, Praha 1 - Malá Strana",50.087029,14.397043,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5bIUBRIDGNpLRf/2014.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_928338764.jpg,359.1,506.3,52.5,94.1,173.4
sr_731009868,Pronájem bytu 2+kk 62 m²,26000,"Jeseniova, Praha 3 - Žižkov",50.089817,14.476688,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtCJexHOj1GNpLEW/d995.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_731009868.jpg,367.6,278.0,199.6,276.7,194.8
sr_1746760524,Pronájem bytu 3+1 160 m²,80000,"Dušní, Praha 1 - Staré Město",50.091324,14.420363,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWLrlLxzGKv4Au/85c8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1746760524.jpg,343.5,349.1,143.1,197.2,218.7
sr_2357674828,Pronájem bytu 3+kk 55 m²,23000,"Jiřího z Poděbrad, Mělník",50.352535,14.490304,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CoHumQgpGNpA1t/c55a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2357674828.jpg,1176.0,898.2,108.2,384.1,522.2
sr_614155084,Pronájem bytu 3+1 100 m²,19500,"Komenského, Liberec - Liberec V-Kristiánov",50.766937,15.063059,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5BWZuTEcYGGGwqI/b286.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_614155084.jpg,475.1,154.2,175.9,305.9,117.8
sr_1300710220,Pronájem bytu 2+1 67 m²,14000,"Smetanovo nábřeží, Vyškov - Vyškov-Předměstí",49.279209,17.00285,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEDuRmSKaGOXKe4/c4cf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1300710220.jpg,461.2,367.2,170.6,247.2,247.7
sr_3290760012,Pronájem bytu 2+1 54 m²,13000,"Utvenkova, Ostrava - Zábřeh",49.793499,18.233389,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_C/kY1K2LlXQCNqj2D3OF2sKQh/2461.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3290760012.jpg,309.7,268.7,117.4,419.6,365.4
sr_2642887500,Pronájem bytu 1+kk 44 m²,20500,"Ivana Hlinky, Praha 9 - Vysočany",50.10627,14.518314,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtCJexHOkIGNo36g/71a4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2642887500.jpg,370.5,247.7,314.5,1324.2,306.3
sr_2845139788,Pronájem bytu 2+1 54 m²,9000,"Heyrovského, Ostrava - Poruba",49.842522,18.180035,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5Do9kXNCKGLSjF1/eb6c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2845139788.jpg,296.7,1334.2,179.2,618.2,535.6
sr_442323788,Pronájem bytu 2+1 49 m²,11000,"Václavská, Ostrava - Mariánské Hory",49.83157,18.250551,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEBMvIKMgGLPhxS/04bd.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_442323788.jpg,186.1,69.6,167.9,496.8,400.3
sr_864772940,Pronájem bytu 2+kk 55 m²,17900,"Aloise Rašína, Olomouc - Řepčín",49.600231,17.218668,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5DwDWzN18GLSwCs/e36f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_864772940.jpg,829.7,528.9,130.7,283.8,357.3
sr_2097632076,Pronájem bytu 3+1 62 m²,14000,"Jana Maluchy, Ostrava - Dubina",49.778873,18.257814,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtCDcb5DSbGDwrHJ/d1d3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2097632076.jpg,302.6,49.9,416.8,289.3,83.3
sr_2917036876,Pronájem bytu 1+kk 34 m²,19000,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5Do9kXYOoGRG6pm/32e2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2917036876.jpg,366.3,298.2,134.6,302.2,182.7
sr_2195616588,Pronájem bytu 1+1 40 m²,24400,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBRc2UB4BGOcD2l/e82f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2195616588.jpg,366.3,298.2,134.6,302.2,182.7
sr_3935654732,Pronájem bytu 2+kk 49 m²,22000,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDgLT0TEcGRHANt/e416.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3935654732.jpg,366.3,298.2,134.6,302.2,182.7
sr_2139116364,Pronájem bytu 1+kk 22 m²,16500,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5TdfGRG96o/bcff.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2139116364.jpg,366.3,298.2,134.6,302.2,182.7
sr_42419020,Pronájem bytu 4+1 95 m² (Jednopodlažní),15000,"Lukavice, okres Rychnov nad Kněžnou",50.200226,16.293638,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CFdAHQIpGNo1aj/e21d.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_42419020.jpg,,4114.1,307.5,3755.9,2558.6
sr_4236268364,Pronájem bytu 2+kk 43 m²,22000,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBwNESaC5GRG9G3/5518.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4236268364.jpg,366.3,298.2,134.6,302.2,182.7
sr_2143114060,Pronájem bytu 2+kk 41 m²,23300,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CoHumYkEGRG8oD/40f2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2143114060.jpg,366.3,298.2,134.6,302.2,182.7
sr_1153258316,Pronájem bytu 2+kk 35 m²,20800,"Musílkova, Praha 5 - Košíře",50.06749,14.367494,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBwNESaDEGRG8Yg/1bbd.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1153258316.jpg,366.3,298.2,134.6,302.2,182.7
sr_1384596300,Pronájem bytu 3+kk 80 m²,19990,"Ludmily Konečné, Brno - Štýřice",49.185261,16.592808,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5bIUBRIEGNoz4d/e7c7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1384596300.jpg,190.3,375.0,224.2,196.4,203.0
sr_1152279372,Pronájem bytu 2+kk 46 m²,11900,"Hany Kvapilové, Ostrava - Mariánské Hory",49.824322,18.258774,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CFdAHQIfGNowYq/c6d2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1152279372.jpg,777.7,881.3,212.9,406.4,351.8
sr_2381538124,Pronájem bytu 2+kk 59 m²,16500,"Pekařská, Opava - Kateřinky",49.942841,17.903528,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CFdAHQIfGNot8D/3ece.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2381538124.jpg,257.3,551.5,78.7,404.0,275.0
sr_3548857164,Pronájem bytu 1+kk 20 m²,6800,"Brněnská, Vyškov",49.269363,16.986122,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtzYqGN3XGNokvu/c13b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3548857164.jpg,1282.2,1038.1,249.1,624.0,206.1
sr_2424783692,Pronájem bytu 1+kk 25 m²,10500,"Živnostenská, Plzeň - Lobzy",49.747517,13.407218,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5OUjGOzJPk/eb19.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2424783692.jpg,383.8,405.4,252.8,288.5,328.6
sr_3415696204,Pronájem bytu 1+kk 53 m²,11000,"Nerudova, Opava - Předměstí",49.931461,17.888889,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDrxR2NcFGNoeQZ/6df9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3415696204.jpg,1455.8,955.1,160.2,655.5,495.5
sr_663176012,Pronájem bytu 2+kk 63 m²,17000,"Nerudova, Tábor",49.413422,14.673157,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtBM3KVM0zGNoXQE/bfc2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_663176012.jpg,795.7,617.3,110.4,126.3,87.4
sr_4233249612,Pronájem bytu 2+1 48 m²,17000,"Školní, Liberec - Liberec V-Kristiánov",50.763683,15.076131,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWZuTMF3GLMKmc/609d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4233249612.jpg,905.2,244.5,135.9,858.5,379.1
sr_916996940,Pronájem bytu 2+kk 45 m²,10500,"V Luzích, Jablonec nad Nisou",50.727856,15.179662,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtJj1UHcJGH48io/da34.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_916996940.jpg,329.6,250.3,203.8,255.6,202.9
sr_1200046924,Pronájem bytu 3+kk 86 m² (Jednopodlažní),35000,"Husinecká, Praha 3 - Žižkov",50.085518,14.444514,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBM3KVQyIGP6a3Q/467f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1200046924.jpg,184.1,358.2,49.3,395.4,48.0
sr_75973452,Pronájem bytu 2+1 43 m²,11000,"Moravská, Zlín",49.243439,17.667992,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDrxR2NgkGNoVTz/2891.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_75973452.jpg,961.0,281.1,238.0,848.8,709.3
sr_645530444,Pronájem bytu 3+1 72 m²,17500,"Fischerova, Olomouc - Nové Sady",49.572567,17.255182,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtEDuRmRA4GNoOXo/9abb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_645530444.jpg,881.1,722.4,260.9,453.2,422.4
sr_1418150732,Pronájem bytu 2+kk 60 m²,19500,"náměstí 5. května, Čelákovice",50.162605,14.750043,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5bIUBXoeGQi8sR/43fa.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1418150732.jpg,123.4,461.3,31.9,19.5,134.7
sr_3362394956,Pronájem bytu 1+kk 44 m² (Jednopodlažní),15000,"Hlinky, Brno - Staré Brno",49.191231,16.577518,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBM3KVD8dGEv4nP/43e4.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3362394956.jpg,508.5,533.9,65.5,84.9,639.2
sr_2300998476,Pronájem bytu 2+1 53 m²,10000,"Jesenická, Bruntál",49.991135,17.460081,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_A/kBfrbpoeNBFLmuFepFtrzu0/660a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2300998476.jpg,324.7,667.8,115.8,479.2,496.2
sr_3059114828,Pronájem bytu 2+kk 52 m²,14345,"Masařská, Opava - Město",49.938438,17.904417,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDgLT0M6jGNoOgj/c562.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3059114828.jpg,240.2,223.3,109.9,184.4,184.8
sr_3297198924,Pronájem bytu 1+kk 32 m²,14500,"Družstevní, Zlín",49.230881,17.655607,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtzYqGNtQGNoONu/1815.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3297198924.jpg,166.0,1345.0,91.8,374.0,374.5
sr_2194277196,Pronájem bytu 3+kk 100 m²,44000,"Odborů, Praha 2 - Nové Město",50.077534,14.418846,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p7_A/nDJ4VEZEqBMnoORUgFaAG0J/243c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2194277196.jpg,160.3,428.0,51.0,191.5,20.5
sr_3851379532,Pronájem bytu 6 pokojů a více 300 m²,98000,"Slunná, Praha 6 - Střešovice",50.097836,14.385439,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_D/nPVpfd5QLLksKHHZ1F4WQ89/5bea.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3851379532.jpg,144.9,285.2,220.4,458.7,343.5
sr_716653388,Pronájem bytu 1+1 34 m²,9900,"Jaroslava Vrchlického, Most",50.497166,13.635914,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5BWLrlQxAGNoGGz/19a8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_716653388.jpg,261.3,1104.2,123.2,224.4,528.5
sr_3429835340,Pronájem bytu 1+kk 37 m²,12000,"Třešňová, Znojmo",48.881031,16.030962,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/nCTUX1iX5CFdAH19GB0d9E/f20e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3429835340.jpg,2958.1,1433.8,291.4,692.3,293.8
sr_2595701580,Pronájem bytu 4+kk 122 m² (Mezonet),22000,"Kurdějov, okres Břeclav",48.957775,16.763454,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CNPfpTWnGOD0cE/e223.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2595701580.jpg,3751.6,44.8,132.0,2676.9,2821.6
sr_2508477260,Pronájem bytu 1+1 55 m²,9000,"Bochenkova, Opava - Předměstí",49.941616,17.88999,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDgLT0M7mGNn8x6/82c6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2508477260.jpg,978.9,938.0,268.6,293.8,301.6
sr_1001866060,Pronájem bytu 1+kk 97 m²,29000,"Kubíčkova, Olomouc - Lazce",49.599312,17.256714,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtBM3KVMr5GNn7fG/cb2b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1001866060.jpg,512.0,337.1,171.1,324.7,190.2
sr_1538736972,Pronájem bytu 2+1 54 m²,13000,"Seifertova, Jihlava",49.392479,15.580874,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtBRc2U78GNn5yU/4f5a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1538736972.jpg,200.9,172.1,8.8,465.7,366.4
sr_2960941900,Pronájem bytu 2+kk 49 m²,19750,"Příčná, Mnichovo Hradiště",50.525444,14.973011,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_C/nPVpfd5QLLksKHEaCF04Pzv/f5ad.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2960941900.jpg,204.8,746.4,328.5,364.8,246.7
sr_1756840780,Pronájem bytu 3+kk 59 m²,16490,"Josefa Mánesa, Nymburk",50.187317,15.027048,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CNPfpS63GNnykO/18c3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1756840780.jpg,,396.9,135.3,190.1,492.8
sr_2042053452,Pronájem bytu 1+kk 22 m²,8000,"Nálepkovo náměstí, Ostrava - Poruba",49.829052,18.180838,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5BWLrlQmyGNnup0/7f8e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2042053452.jpg,275.2,642.4,327.8,254.0,300.5
sr_1205551948,Pronájem bytu 2+1 70 m²,17000,"Sadová, Opava - Předměstí",49.946323,17.895237,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CNPfpS0NGNntTn/b52d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1205551948.jpg,877.7,831.9,7.4,741.1,436.6
sr_4003480396,Pronájem bytu 2+1 63 m²,24990,"Irská, Praha 6 - Vokovice",50.098167,14.35411,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWLrlP5EGNHsLF/e5f6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4003480396.jpg,1224.8,132.9,153.5,185.4,372.1
sr_1812874060,Pronájem bytu 2+kk 59 m²,15800,"Jana Zajíce, Pardubice - Studánka",50.043262,15.804542,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CGpNZJ7FGKChek/6808.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1812874060.jpg,484.3,408.1,156.4,245.6,82.5
