id,nazev,cena_kc,lokalita,lat,lon,plocha_m2,zdroj,photo_url,photo_path,skola_m,park_m,mhd_m,lekarna_m,supermarket_m
sr_33829708,Pronájem bytu 4+1 178 m²,90000,"Vlašská, Praha 1 - Malá Strana",50.086987,14.399886,,sreality,"https://d18-a.sdn.cz/d_18/c_img_of_B/kPRtHkVQLlDN44aBi7E3Yi7C/03ec.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_33829708.jpg,553.6,434.9,143.1,249.9,36.7
sr_952873036,Pronájem bytu 3+1 66 m²,15000,"Lesní, Tachov",49.799843,12.624799,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5UC5GRQiLe/fb45.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_952873036.jpg,376.4,207.0,60.3,577.1,564.8
sr_642601804,Pronájem bytu 3+1 78 m²,19000,"U Cvičiště, Jihlava",49.395996,15.57382,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/nCTUX1iX5CoHumWkGBUgAR/5a11.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_642601804.jpg,662.9,227.8,66.9,173.6,227.6
sr_2809811788,Pronájem bytu 2+kk 51 m²,15600,"Boženy Němcové, Hluboká nad Vltavou",49.053501,14.429895,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWLrlIlrGJGDhc/377c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2809811788.jpg,5836.2,1009.3,182.8,134.8,261.4
sr_1511015244,Pronájem bytu 5+1 190 m²,59000,"U dvojdomů, Praha - Hostivař",50.050526,14.541884,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtDgLT0MXbGNBhHh/2d8a.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1511015244.jpg,1468.6,544.1,119.3,264.2,85.6
sr_3368792140,Pronájem bytu 1+1 36 m²,14300,"Plzeň, okres Plzeň-město",49.747784,13.378349,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEBMvIU1QGRQeua/ead3.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3368792140.jpg,329.7,415.5,39.4,191.5,31.1
sr_432779340,Pronájem bytu 2+1 66 m²,13000,"Okružní, Kolín - Kolín V",50.03487,15.204781,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCJexHVypGRQWdR/db11.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_432779340.jpg,242.5,258.0,129.7,460.5,170.4
sr_1774956620,Pronájem bytu 1+1 39 m²,15000,"Jižní, Přelouč",50.032207,15.560555,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEDuRmZQHGRQbfP/42c3.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1774956620.jpg,276.3,443.1,164.7,556.8,2821.0
sr_329859916,Pronájem bytu 1+kk 28 m²,13900,"Bystrcká, Brno - Komín",49.219803,16.538563,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2OfsGOpirN/5f27.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_329859916.jpg,1154.8,398.4,236.0,766.9,797.4
sr_490431308,Pronájem bytu 3+kk 93 m²,55000,"U Lesoparku, Praha 6 - Řepy",50.066673,14.321435,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_C/kY1K2LlXQDnuVLEcRF3pgxy/0459.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_490431308.jpg,554.2,359.9,284.8,963.9,865.1
sr_1250972492,Pronájem bytu 2+kk 66 m²,33000,"U Nikolajky, Praha 5 - Smíchov",50.065887,14.393463,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBM3KVNOlGOO9RW/789d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1250972492.jpg,429.9,439.4,76.7,598.1,185.5
sr_218653516,Pronájem bytu 2+kk 51 m²,20000,"Ondrákové, Praha 5 - Hlubočepy",50.028091,14.361275,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2OgKGOq7Wq/5160.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_218653516.jpg,228.0,955.9,186.6,1117.8,301.4
sr_1582187340,Pronájem bytu 1+kk 20 m²,14000,"Hejtmánkova, Praha 8 - Libeň",50.112076,14.476137,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2OoZGOt9D7/7545.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1582187340.jpg,229.4,230.6,45.2,675.3,189.6
sr_2664149068,Pronájem bytu 1+1 44 m²,14000,"Horácké náměstí, Brno - Řečkovice",49.250072,16.584068,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWZuTYPIGRQCHc/b07b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2664149068.jpg,396.6,439.4,175.3,376.1,346.9
sr_4006326348,Pronájem bytu 2+1 45 m² (Jednopodlažní),14000,"Osvoboditelů, Kopřivnice",49.606583,18.141922,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5DwDWzbkSGRQ4RJ/49be.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4006326348.jpg,781.0,569.4,139.8,730.4,145.1
sr_1070313548,Pronájem bytu 2+kk 55 m²,24000,"V zálomu, Praha - Nusle",50.057556,14.4422,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5bIUBZ7SGRQCAe/9c6e.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1070313548.jpg,459.0,465.4,64.1,501.0,145.4
sr_265007180,Pronájem bytu 1+kk 36 m²,16000,"Kurta Konráda, Praha 9 - Libeň",50.104382,14.488367,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBwNESaqFGRP244/ec34.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_265007180.jpg,259.8,157.4,95.1,119.4,80.0
sr_1541886796,Pronájem bytu 1+1 37 m²,11000,"Střelecký vrch, Chrastava",50.812416,14.971387,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/nCTUX1iX5CDciVCUZGDRYIR/71ab.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1541886796.jpg,5931.2,1562.8,109.7,499.1,561.5
sr_2761134668,Pronájem bytu 5+1 184 m² (Mezonet),99000,"Vlašská, Praha 1 - Malá Strana",50.087284,14.400441,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/nCTUX1iX5CFdAHBZxF9CUUK/7429.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2761134668.jpg,585.2,464.7,176.5,199.2,70.9
sr_3344909132,Pronájem bytu 1+kk 21 m²,8000,"Budovatelů, Jablonec nad Nisou",50.723293,15.166403,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CGpNZHgsGIhz9N/a47e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3344909132.jpg,367.5,157.6,23.0,37.5,74.8
sr_4291539020,Pronájem bytu 3+kk 102 m² (Jednopodlažní),29900,"Hradec Králové, okres Hradec Králové",50.209229,15.832768,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5bIUBZ5lGRPzrG/87fa.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4291539020.jpg,170.3,440.1,182.8,241.5,221.9
sr_3486232652,Pronájem bytu 2+kk 42 m²,16000,"Na Horkách, Kralupy nad Vltavou",50.237309,14.311851,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWZuTYPZGRPv4Y/bf5c.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3486232652.jpg,1232.9,675.2,135.1,275.8,271.5
sr_748626764,Pronájem bytu 3+kk 110 m²,45000,"Šlikova, Praha 6 - Břevnov",50.083103,14.372478,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5BWZuTEShGF2P9S/87cc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_748626764.jpg,169.8,468.4,115.2,135.8,123.1
sr_785445708,Pronájem bytu 5+1 265 m²,125000,"Újezd, Praha 1 - Malá Strana",50.083466,14.404278,,sreality,"https://d18-a.sdn.cz/d_18/c_img_oc_D/kOes7N5Ni6DuE0oBePELRMli/40e0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_785445708.jpg,790.8,262.0,79.1,598.0,121.0
sr_345330508,Pronájem bytu 2+kk 43 m²,15500,"Lessnerova, Praha 10 - Petrovice",50.039814,14.559577,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CoHumEDTGFUfdY/896b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_345330508.jpg,196.9,217.2,41.9,113.1,95.4
sr_1537233740,Pronájem bytu 1+kk 44 m²,17500,"K dálnici, Praha 10 - Pitkovice",50.021317,14.587619,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtCDcb5C3kGDAAE8/124a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1537233740.jpg,1508.4,1865.1,411.9,1348.4,1018.6
sr_3463144268,Pronájem bytu 2+kk 43 m²,18700,"Jablonecká, Praha 9 - Střížkov",50.123234,14.495726,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_B/nPVpfd5QLLksKHTeFvaTK2/d2ae.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3463144268.jpg,286.0,379.7,165.9,249.3,92.8
sr_158495564,Pronájem bytu 2+kk 53 m²,25500,"Fafkových, Praha 9 - Vysočany",50.109642,14.514264,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_A/kBfrbpoeNCgOJyFXYFqxvZd/880b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_158495564.jpg,510.4,287.1,94.4,955.6,93.0
sr_3334501196,Pronájem bytu 2+kk 56 m²,23000,"Velenovského, Praha 10 - Záběhlice",50.053226,14.512899,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_A/kBfrbpoeNCgOJyGXCFsEcp7/f6c8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3334501196.jpg,634.8,370.9,163.4,331.9,326.0
sr_3898671948,Pronájem bytu 2+kk 53 m²,20500,"K Netlukám, Praha 10 - Uhříněves",50.038673,14.611963,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtEDuRmHC9GHEfre/6cf7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3898671948.jpg,1129.1,602.5,255.0,1278.0,844.3
sr_2299548492,Pronájem bytu 3+kk 71 m²,27900,"Řeznická, Praha 1 - Nové Město",50.077965,14.423656,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2P7rGPO6yH/14e4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2299548492.jpg,143.9,251.0,185.8,220.4,38.4
sr_3538555724,Pronájem bytu 1+kk 33 m²,24000,"Vítězné náměstí, Praha 6 - Bubeneč",50.101578,14.39588,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBwNESGKaGExofw/8a9a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3538555724.jpg,323.3,361.1,67.4,21.8,121.2
sr_490033996,Pronájem bytu 2+kk 51 m²,21500,"Křížová, Praha 5 - Smíchov",50.061813,14.405348,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtCDcb5I14GKlrq7/0236.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_490033996.jpg,737.3,825.4,62.0,87.7,27.3
sr_3167465548,Pronájem bytu 1+1 37 m² (Jednopodlažní),12800,"Brodského, Praha 4 - Chodov",50.037781,14.50452,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBwNESakoGRPjkN/1a93.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3167465548.jpg,1308.2,1071.0,109.2,284.2,415.0
sr_2362159180,Pronájem bytu 3+1 70 m² (Jednopodlažní),11000,"Vápenná, okres Jeseník",50.288013,17.097586,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2USmGRPip2/76d1.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2362159180.jpg,2201.7,,110.6,2367.8,267.9
sr_980292428,Pronájem bytu 2+kk 43 m²,13500,"Hany Kvapilové, Ostrava - Mariánské Hory",49.824329,18.259485,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtBM3KVDH7GDRKQW/e7bf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_980292428.jpg,794.2,871.8,199.5,424.5,365.4
sr_3169665868,Pronájem bytu 3+1 76 m²,25000,"Bellova, Brno - Kohoutovice",49.193249,16.527901,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5DwDWzbuqGRSZ4g/a8ec.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3169665868.jpg,1009.3,285.3,227.3,593.3,411.6
sr_3704336460,Pronájem bytu 3+kk 75 m²,16900,"Dr. Beneše, Poděbrady - Poděbrady II",50.148109,15.117327,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5bIUBZ5TGRPfSY/fbf0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3704336460.jpg,705.2,202.8,430.9,378.2,492.6
sr_2110500940,Pronájem bytu 2+kk 42 m²,10500,"Mimoňská, Stráž pod Ralskem",50.699276,14.795354,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5bIUBZ9PGRPZLG/407e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2110500940.jpg,519.2,3144.3,479.0,607.2,548.7
sr_2526102348,Pronájem bytu 3+kk 66 m²,23900,"Čestmírova, Praha 4 - Nusle",50.064178,14.442752,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5Do9kXP9aGM4YLI/a6cb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2526102348.jpg,291.5,383.5,109.2,89.9,61.0
sr_3292021580,Pronájem bytu 2+kk 39 m²,27500,"Holečkova, Praha 5 - Smíchov",50.071896,14.384569,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5Ny3GOsjlS/b27e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3292021580.jpg,331.3,414.7,176.4,349.9,200.4
sr_3611513676,Pronájem bytu 2+kk 60 m² (Jednopodlažní),26500,"Irská, Praha 6 - Vokovice",50.098164,14.354628,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtCDcb5CAYGBN12e/01e0.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3611513676.jpg,1249.7,121.0,172.6,178.6,335.2
sr_1348551500,Pronájem bytu 2+1 55 m²,16000,"U Mrázovky, Praha 5 - Smíchov",50.067539,14.391884,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtDgLT0KM0GLsZ3N/7026.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1348551500.jpg,251.0,631.0,98.2,499.4,307.3
sr_4073997132,Pronájem bytu 3+kk 71 m² (Jednopodlažní),27000,"Novodvorská, Praha 4 - Braník",50.023621,14.439688,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEBMvIQmeGPeQFx/3170.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4073997132.jpg,1929.4,615.9,30.3,397.0,116.0
sr_2836742988,Pronájem bytu 2+kk 49 m²,23500,"Jeremenkova, Praha 4 - Podolí",50.047482,14.415711,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CoHumR2GGOqNuu/7717.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2836742988.jpg,192.3,1144.5,69.4,1358.4,61.1
sr_1949713228,Pronájem bytu 4+kk 116 m²,60000,"Olšanská, Praha 3 - Žižkov",50.083439,14.4666,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CNPfpTWeGOEXfF/22e2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1949713228.jpg,729.8,735.6,90.6,110.6,14.4
sr_2400338764,Pronájem bytu 2+kk 76 m²,23000,"Pod Kotlaskou, Praha 8 - Libeň",50.105511,14.477923,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtDgLT0JvoGLP4Y5/2d4d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2400338764.jpg,779.0,141.2,144.6,345.1,231.2
sr_2731257932,Pronájem bytu 2+1 54 m² (Podkrovní),11500,"Synkova, Olomouc - Lazce",49.606926,17.253328,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEBMvIUyRGRPLIt/42b9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2731257932.jpg,1173.2,97.8,81.9,666.2,487.2
sr_2022982476,Pronájem bytu 1+kk 31 m² (Jednopodlažní),17800,"třída Generála Píky, Brno - Černá Pole",49.216232,16.614237,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5QkRGQEY1b/9a79.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2022982476.jpg,744.6,542.4,76.7,365.4,404.1
sr_260522828,Pronájem bytu 1+kk 15 m² (Jednopodlažní),5000,"Přeštice - Skočice, okres Plzeň-jih",49.558006,13.292169,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtzYqGUFoGQuRey/e6b1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_260522828.jpg,2986.3,1967.3,204.0,3046.0,2115.4
sr_3632288332,Pronájem bytu 2+kk 50 m²,35000,"Špindlerův Mlýn - Bedřichov, okres Trutnov",50.726219,15.605711,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_D/kY1K2LlXQBiCrTCQNF5qk6X/7011.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3632288332.jpg,,187.3,218.3,23.7,151.2
sr_1052726092,Pronájem bytu 4+kk 178 m²,93252,"Holečkova, Praha 5 - Smíchov",50.073723,14.393482,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtzYqGFFpGHIXKM/b8ea.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1052726092.jpg,329.5,505.4,125.7,360.7,96.2
sr_3782669132,Pronájem bytu 5+1 286 m² (Mezonet),125000,"Újezd, Praha 5 - Malá Strana",50.07962,14.404581,,sreality,"https://d18-a.sdn.cz/d_18/c_img_oc_D/nO0bgvR9rXB3JbECM3ELRNok/83c1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3782669132.jpg,491.5,452.9,99.9,399.5,99.8
sr_2651120460,Pronájem bytu 3+kk 156 m²,89800,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady",50.078583,14.449974,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p7_B/kOzkBkwYBTBCGZ9OrMFgbyq2/f1ce.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2651120460.jpg,189.4,506.4,103.7,169.3,95.9
sr_1402807116,Pronájem bytu 4+kk 212 m²,132516,"Holečkova, Praha 5 - Smíchov",50.073681,14.393565,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p7_C/kOzkBkwYBTEBlmaPyhFin1VR/4599.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1402807116.jpg,336.8,500.8,122.7,362.6,90.7
sr_1619424076,Pronájem bytu 4+kk 156 m²,72000,"Václavské náměstí, Praha 1 - Nové Město",50.080387,14.429482,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_B/kY1K2LlXQD1lSJBILFwo9ig/fb83.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1619424076.jpg,271.4,535.4,96.3,65.8,107.6
sr_2946323276,Pronájem bytu 2+kk 71 m²,44172,"Holečkova, Praha 5 - Smíchov",50.073723,14.393482,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5Do9kXDqOGE57Lr/280c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2946323276.jpg,329.5,505.4,125.7,360.7,96.2
sr_43864908,Pronájem bytu 2+kk 62 m²,39264,"Holečkova, Praha 5 - Smíchov",50.073723,14.393482,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtJj1UFByGE5fAt/ce1d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_43864908.jpg,329.5,505.4,125.7,360.7,96.2
sr_155210572,Pronájem bytu 2+kk 78 m²,44172,"Holečkova, Praha 5 - Smíchov",50.073723,14.393482,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5BWLrlDZdGE58sc/5039.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_155210572.jpg,329.5,505.4,125.7,360.7,96.2
sr_1550336844,Pronájem bytu 4+kk 118 m²,104983,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady",50.078583,14.449974,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtEDuRmHUeGHNhJF/7593.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1550336844.jpg,189.4,506.4,103.7,169.3,95.9
sr_3177726796,Pronájem bytu 2+kk 60 m²,49890,"náměstí Jiřího z Poděbrad, Praha 3 - Vinohrady",50.078583,14.449974,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtzYqGFMgGHM3ro/2ded.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3177726796.jpg,189.4,506.4,103.7,169.3,95.9
sr_2372420428,Pronájem bytu 4+kk 137 m²,102872,"Laubova, Praha 3 - Vinohrady",50.078697,14.450478,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5DwDWzGVsGHNo2B/eaaf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2372420428.jpg,227.0,468.3,120.5,200.2,99.6
sr_2935964492,Pronájem bytu 3+1 101 m²,35000,"Veletržní, Praha 7 - Holešovice",50.100689,14.42554,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEBMvIHF5GI2eMq/7edb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2935964492.jpg,1132.0,1018.0,129.1,25.0,76.7
